Genus,Species,Brain mass (g),Body mass (g)
Phalacrocorax,carbo,10.7,1560
Phalacrocorax,carbo,10.636,1510
Phalacrocorax,carbo,10.5,1920
Phalacrocorax,carbo,9.97,2020
Phalacrocorax,carbo,9.479,1900
Phalacrocorax,carbo,9.741,2025
Phalacrocorax,carbo,8.38,2800
Cardinalis,cardinalis,1.45,43.5
Cardinalis,cardinalis,1.365,21.931
Cardinalis,cardinalis,1.365,21.931
Cardinalis,cardinalis,1.44,30.319
Cardinalis,cardinalis,1.124,30.625
Cardinalis,cardinalis,1.219,33.969
Carduelis,carduelis,0.522,11.163
Carduelis,carduelis,0.7,13.7
Carduelis,carduelis,0.6,16.95
Carduelis,carduelis,0.586,21.555
Carduelis,carduelis,0.619,19.018
Carduelis,carduelis,0.622,16.067
Carduelis,carduelis,0.679,12.881
Carduelis,carduelis,0.638,16.613
Carduelis,carduelis,0.638,16.613
Carduelis,carduelis,0.72,18.3
Carduelis,carduelis,0.495,18.738
Carduelis,carduelis,0.554,15.154
Carduelis,carduelis,0.6,12.7
Carduelis,carduelis,0.58,14.7
Carduelis,carduelis,0.54,14.701
Carduelis,carduelis,0.44,12.05
Carduelis,carduelis,0.5,13.5
Carduelis,carduelis,0.53,12.25
Carduelis,carduelis,0.43,14.49
Carduelis,carduelis,0.68,12.85
Carduelis,carduelis,0.7,17.85
Carduelis,carduelis,0.48,15.6
Carduelis,carduelis,0.63,16.8
Carduelis,carduelis,0.45,13.1
Carduelis,carduelis,0.55,15.95
Carduelis,carduelis,0.59,17.75
Carduelis,carduelis,0.59,16.9
Carduelis,carduelis,0.64,16.85
Carduelis,carduelis,0.75,15.7
Carduelis,carduelis,0.549,12.456
Carduelis,carduelis,0.455,14.684
Carduelis,carduelis,0.549,11.978
Carduelis,carduelis,0.563,13.08
Mycerobas,carnipes,1.542,46.665
Mycerobas,carnipes,1.872,47.578
Mycerobas,carnipes,2.031,48.038
Mycerobas,carnipes,1.96,43.2
Mycerobas,carnipes,1.9,51.05
Dumetella,carolinensis,1.412,33
Melanerpes,carolinus,2.185,74
Nucifraga,caryocatactes,5.58,183
Nucifraga,caryocatactes,6.06,204.5
Sterna,caspia,4.374,540
Sporophila,castaneiventris,0.37,7.7
Lonchura,castaneothorax,0.52,7.98
Lonchura,castaneothorax,0.59,11.63
Lonchura,castaneothorax,0.65,14.12
Lonchura,castaneothorax,0.47,8.9
Coracias,caudatus,2.65,83.5
Coracias,caudatus,2.338,110.473
Aegithalos,caudatus,9.414,7.83
Aegithalos,caudatus,0.412,7.29
Aegithalos,caudatus,0.455,6.8
Aegithalos,caudatus,0.384,6.88
Aegithalos,caudatus,0.449,8.85
Aegithalos,caudatus,0.432,8.01
Aegithalos,caudatus,0.369,6.91
Aegithalos,caudatus,0.379,6.89
Aegithalos,caudatus,0.461,8.22
Dacnis,cayana,0.52,12.95
Dacnis,cayana,0.39,13.3
Lamprotornis,chalybaeus,1.4,55.3
Vidua,chalybeata,0.546,9.589
Vidua,chalybeata,0.488,8.268
Vidua,chalybeata,0.48,8.9
Vidua,chalybeata,0.55,9.2
Plegadis,chihi,4.6,301
Tangara,chilensis,0.604,12.555
Tangara,chilensis,0.525,12.68
Tangara,chilensis,0.6,14.85
Stigmatopelia,chinensis,1.134,130.248
Coturnix,chinensis,0.42,37
Cissa,chinensis,4.2,115.7
Todiramphus,chloris,1.1,55
Carduelis,chloris,0.9,25.7
Carduelis,chloris,0.95,25.22
Carduelis,chloris,0.829,26.131
Carduelis,chloris,0.88,19.197
Carduelis,chloris,0.838,20.274
Carduelis,chloris,0.727,32.535
Carduelis,chloris,0.727,32.595
Carduelis,chloris,0.823,26.225
Carduelis,chloris,0.816,24.834
Carduelis,chloris,0.841,18.496
Carduelis,chloris,0.799,22.67
Carduelis,chloris,0.789,27.981
Carduelis,chloris,0.887,21.357
Carduelis,chloris,0.888,21.8
Carduelis,chloris,0.874,29.943
Carduelis,chloris,0.95,27.7
Carduelis,chloris,1.05,23.2
Carduelis,chloris,0.824,21.522
Carduelis,chloris,0.799,21.503
Carduelis,chloris,0.799,21.503
Carduelis,chloris,0.81,26.618
Carduelis,chloris,0.892,21.946
Carduelis,chloris,0.743,31.471
Carduelis,chloris,0.87,26.4
Carduelis,chloris,0.8,27.1
Carduelis,chloris,0.93,23.5
Carduelis,chloris,0.88,28.07
Carduelis,chloris,0.9,25.58
Carduelis,chloris,0.85,25.5
Carduelis,chloris,0.89,27.7
Carduelis,chloris,0.95,23.5
Carduelis,chloris,0.795,26.254
Carduelis,chloris,0.78,26.9
Carduelis,chloris,0.829,29.919
Carduelis,chloris,0.823,23.738
Carduelis,chloris,0.92,21.3
Carduelis,chloris,0.95,22.943
Carduelis,chloris,0.762,20.791
Carduelis,chloris,0.925,24.878
Carduelis,chloris,0.909,24.215
Carduelis,chloris,0.885,23.334
Carduelis,chloris,0.807,29.163
Carduelis,chloris,0.89,31.212
Carduelis,chloris,0.875,27.081
Carduelis,chloris,0.875,27.081
Carduelis,chloris,0.885,28.416
Carduelis,chloris,0.836,29.359
Carduelis,chloris,0.759,30.544
Carduelis,chloris,1.008,27.74
Carduelis,chloris,0.8,27.7
Carduelis,chloris,0.876,23.075
Carduelis,chloris,0.872,19.768
Carduelis,chloris,0.882,26.744
Carduelis,chloris,0.918,23.6
Carduelis,chloris,0.86,25.05
Carduelis,chloris,0.87,30.6
Carduelis,chloris,0.85,27.3
Carduelis,chloris,0.817,25.627
Carduelis,chloris,0.989,27.052
Carduelis,chloris,0.78,27.1
Carduelis,chloris,0.822,23.78
Carduelis,chloris,0.873,29.716
Carduelis,chloris,0.937,30.591
Carduelis,chloris,0.703,33.423
Carduelis,chloris,0.922,27.902
Carduelis,chloris,0.836,29.33
Carduelis,chloris,0.83,28.89
Carduelis,chloris,0.92,29.3
Carduelis,chloris,1,26.8
Carduelis,chloris,1.07,27.96
Carduelis,chloris,0.9,26
Carduelis,chloris,0.993,25.669
Carduelis,chloris,0.95,26
Carduelis,chloris,0.785,27.881
Carduelis,chloris,0.819,25.865
Carduelis,chloris,1,23.04
Carduelis,chloris,0.884,21.686
Carduelis,chloris,0.884,21.686
Carduelis,chloris,0.868,25.749
Carduelis,chloris,0.823,32.779
Carduelis,chloris,0.585,28.315
Carduelis,chloris,0.8,26.1
Carduelis,chloris,0.651,23.23
Carduelis,chloris,0.86,20.6
Carduelis,chloris,0.88,22.1
Carduelis,chloris,0.86,22.6
Carduelis,chloris,0.85,26.44
Carduelis,chloris,1.1,26.7
Carduelis,chloris,0.98,26.45
Carduelis,chloris,0.95,28.8
Carduelis,chloris,1,26.1
Carduelis,chloris,0.89,26.5
Carduelis,chloris,0.8,21.6
Carduelis,chloris,0.67,17.086
Alisterus,chloropterus,3.98,106.8
Ara,chloropterus,20.374,1270
Gallinula,chloropus,1.87,309.7
Gallinula,chloropus,2.1,238.2
Gallinula,chloropus,1.9,304.3
Gallinula,chloropus,2,241.1
Gallinula,chloropus,1.9,291.8
Gallinula,chloropus,1.95,328
Gallinula,chloropus,1.709,338.74
Gallinula,chloropus,2.23,320.1
Gallinula,chloropus,1.99,366
Gallinula,chloropus,2.21,352.6
Aquila,chrysaetos,18.6,5273.1
Brotogeris,chrysoptera,1.948,53.44
Psephotus,chrysopterygius,1.611,48.31
Psephotus,chrysopterygius,1.65,40
Neophema,chrysostoma,1.138,44.882
Neophema,chrysostoma,1.22,39.6
Neophema,chrysostoma,1.324,39.292
Neophema,chrysostoma,1.251,37.233
Neophema,chrysostoma,1.407,38.067
Neophema,chrysostoma,1.282,33.882
Alectoris,chukar,2.232,471.44
Ciconia,ciconia,15.78,3334
Ciconia,ciconia,16.24,3350
Ciconia,ciconia,14.641,2410
Ciconia,ciconia,14.915,4000
Cinclus,cinclus,1.341,51.22
Cinclus,cinclus,0.92,72
Cinclus,cinclus,1.438,58.03
Poephila,cincta,0.43,14.8
Garrulax,cineraceus,1.7,42.6
Ardea,cinerea,8.096,2000
Ardea,cinerea,8.096,2000
Ardea,cinerea,7.266,1050
Ardea,cinerea,7.992,1105
Ardea,cinerea,8.371,1100
Ardea,cinerea,8.1,1350
Ardea,cinerea,8.02,2050
Ardea,cinerea,8.189,1320
Ardea,cinerea,8.304,1000
Emberiza,cioides,0.632,17.685
Passerina,ciris,0.54,17.207
Emberiza,cirlus,0.733,16.653
Emberiza,citrinella,0.804,30.351
Emberiza,citrinella,0.787,29.845
Emberiza,citrinella,0.781,27.379
Emberiza,citrinella,0.754,29.139
Emberiza,citrinella,0.82,28.1
Emberiza,citrinella,0.788,27.286
Emberiza,citrinella,0.85,25.6
Emberiza,citrinella,0.85,25.6
Emberiza,citrinella,0.551,30.073
Emberiza,citrinella,0.748,28.41
Emberiza,citrinella,0.73,27.4
Emberiza,citrinella,0.853,26.998
Emberiza,citrinella,0.853,26.998
Emberiza,citrinella,0.754,25.733
Emberiza,citrinella,0.668,24.072
Emberiza,citrinella,0.93,29.8
Emberiza,citrinella,0.754,30.376
Emberiza,citrinella,0.596,29.61
Emberiza,citrinella,0.719,26.643
Emberiza,citrinella,0.73,33.3
Emberiza,citrinella,0.75,27.1
Emberiza,citrinella,0.669,28.737
Emberiza,citrinella,0.822,29.915
Emberiza,citrinella,0.85,33.1
Emberiza,citrinella,0.767,26.259
Emberiza,citrinella,0.82,27.7
Emberiza,citrinella,0.677,28.552
Emberiza,citrinella,0.86,30.6
Emberiza,citrinella,0.819,27.758
Emberiza,citrinella,0.737,27.365
Emberiza,citrinella,0.824,30.195
Emberiza,citrinella,0.64,28.405
Emberiza,citrinella,0.739,27.37
Emberiza,citrinella,0.7,30.7
Emberiza,citrinella,0.78,29.1
Emberiza,citrinella,0.92,28.3
Emberiza,citrinella,0.756,28.889
Emberiza,citrinella,0.752,20.544
Emberiza,citrinella,0.795,29.013
Emberiza,citrinella,0.8,27.4
Emberiza,citrinella,0.668,22.545
Emberiza,citrinella,0.712,27.644
Emberiza,citrinella,0.742,31.793
Emberiza,citrinella,0.735,27.042
Emberiza,citrinella,0.832,29.3
Emberiza,citrinella,0.75,29.379
Emberiza,citrinella,0.757,26.808
Emberiza,citrinella,0.807,26.174
Emberiza,citrinella,0.557,27.563
Emberiza,citrinella,0.683,28.475
Emberiza,citrinella,0.683,28.475
Emberiza,citrinella,0.651,27.543
Emberiza,citrinella,0.65,26.613
Emberiza,citrinella,0.655,27.909
Emberiza,citrinella,0.847,26.531
Emberiza,citrinella,0.717,27.833
Emberiza,citrinella,0.771,24.927
Emberiza,citrinella,0.699,19.669
Emberiza,citrinella,0.77,25.85
Emberiza,citrinella,0.817,29.505
Emberiza,citrinella,0.789,29.28
Emberiza,citrinella,0.791,31.425
Emberiza,citrinella,0.791,31.425
Emberiza,citrinella,0.686,28.031
Emberiza,citrinella,0.678,27.286
Emberiza,citrinella,0.785,29.669
Emberiza,citrinella,0.861,27.003
Emberiza,citrinella,0.8,31.1
Emberiza,citrinella,0.88,28.918
Emberiza,citrinella,0.829,31.041
Emberiza,citrinella,0.9,31.8
Emberiza,citrinella,0.8,31.1
Emberiza,citrinella,0.9,26.8
Emberiza,citrinella,0.75,27.8
Emberiza,citrinella,0.769,27.122
Emberiza,citrinella,0.742,29.131
Emberiza,citrinella,0.899,28.205
Emberiza,citrinella,0.696,28.897
Emberiza,citrinella,0.816,27.724
Emberiza,citrinella,0.862,23.592
Emberiza,citrinella,0.743,18.983
Emberiza,citrinella,0.82,29.98
Emberiza,citrinella,0.71,29.5
Emberiza,citrinella,0.8,27.3
Emberiza,citrinella,0.75,30.1
Emberiza,citrinella,0.7,26.9
Emberiza,citrinella,0.85,22.4
Emberiza,citrinella,0.95,31.4
Serinus,citrinelloides,0.496,9.612
Atlapetes,citrinellus,0.9,17.5
Bucephala,clangula,5.33,580
Bucephala,clangula,5.4,1053
Bucephala,clangula,6.283,1750
Bucephala,clangula,6.14,1038
Bucephala,clangula,6.459,870
Bucephala,clangula,5.4,768
Coccothraustes,coccothraustes,1.662,54.086
Coccothraustes,coccothraustes,1.25,58.4
Coccothraustes,coccothraustes,1.677,67.345
Coccothraustes,coccothraustes,1.7,53.2
Coccothraustes,coccothraustes,1.55,44.5
Coccothraustes,coccothraustes,1.4,54.6
Coccothraustes,coccothraustes,1.6,57.5
Coccothraustes,coccothraustes,1.549,49.865
Coccothraustes,coccothraustes,1.52,57
Coccothraustes,coccothraustes,1.28,52.4
Coccothraustes,coccothraustes,1.72,56.2
Coccothraustes,coccothraustes,1.63,52.2
Coccothraustes,coccothraustes,1.7,59.8
Coccothraustes,coccothraustes,1.53,55.5
Coccothraustes,coccothraustes,1.702,55.767
Coccothraustes,coccothraustes,1.621,56.12
Coccothraustes,coccothraustes,1.56,57
Coccothraustes,coccothraustes,1.588,35.265
Coccothraustes,coccothraustes,1.756,51.111
Coccothraustes,coccothraustes,1.753,55.664
Coccothraustes,coccothraustes,1.6,54.9
Coccothraustes,coccothraustes,1.747,58.311
Coccothraustes,coccothraustes,1.633,56.481
Coccothraustes,coccothraustes,1.751,52.95
Coccothraustes,coccothraustes,1.691,57.588
Coccothraustes,coccothraustes,1.6,54.9
Coccothraustes,coccothraustes,1.518,61.877
Coccothraustes,coccothraustes,1.65,56.9
Coccothraustes,coccothraustes,1.407,44.562
Coccothraustes,coccothraustes,1.7,47.1
Chloropsis,cochinchinensis,0.89,22.6
Fringilla,coelebs,0.63,26.71
Fringilla,coelebs,0.762,24.405
Fringilla,coelebs,0.79,19.2
Fringilla,coelebs,0.669,21.97
Fringilla,coelebs,0.513,26.257
Fringilla,coelebs,0.721,21.134
Fringilla,coelebs,0.692,23.023
Fringilla,coelebs,0.567,20.99
Fringilla,coelebs,0.697,23.763
Fringilla,coelebs,0.611,22.106
Fringilla,coelebs,0.81,20.7
Fringilla,coelebs,0.63,22.971
Fringilla,coelebs,0.67,22.55
Fringilla,coelebs,0.97,23.2
Fringilla,coelebs,0.653,20.218
Fringilla,coelebs,0.7,26.8
Fringilla,coelebs,0.717,21.717
Fringilla,coelebs,0.767,15.688
Fringilla,coelebs,0.85,24.7
Fringilla,coelebs,0.683,22.716
Fringilla,coelebs,0.75,23.723
Fringilla,coelebs,0.689,24.587
Fringilla,coelebs,0.69,22.542
Fringilla,coelebs,0.639,20.531
Fringilla,coelebs,0.679,23.125
Fringilla,coelebs,0.715,23.99
Fringilla,coelebs,0.701,25.857
Fringilla,coelebs,0.65,22.92
Fringilla,coelebs,0.66,25.95
Fringilla,coelebs,0.73,25.9
Fringilla,coelebs,0.75,22.6
Fringilla,coelebs,0.718,22.63
Fringilla,coelebs,0.717,28.104
Fringilla,coelebs,0.761,26.793
Fringilla,coelebs,0.75,23.95
Fringilla,coelebs,0.754,23.556
Fringilla,coelebs,0.74,24.907
Fringilla,coelebs,0.82,24.507
Fringilla,coelebs,0.77,27.08
Fringilla,coelebs,0.78,24.4
Fringilla,coelebs,0.66,16.955
Fringilla,coelebs,0.6,16.95
Fringilla,coelebs,0.643,25.825
Fringilla,coelebs,0.838,23.165
Fringilla,coelebs,0.728,22.9
Fringilla,coelebs,0.78,24
Fringilla,coelebs,0.739,26.81
Fringilla,coelebs,0.719,26.128
Fringilla,coelebs,0.758,25.163
Fringilla,coelebs,0.77,21.1
Fringilla,coelebs,0.88,24.45
Fringilla,coelebs,0.88,25.7
Fringilla,coelebs,0.731,25.221
Fringilla,coelebs,0.75,23.1
Fringilla,coelebs,0.83,23.5
Fringilla,coelebs,0.678,18.307
Fringilla,coelebs,0.82,23.5
Fringilla,coelebs,0.708,25.71
Fringilla,coelebs,0.81,22.8
Fringilla,coelebs,0.76,24.95
Fringilla,coelebs,0.63,23.35
Fringilla,coelebs,0.754,23.764
Fringilla,coelebs,0.72,22.738
Fringilla,coelebs,0.741,24.23
Fringilla,coelebs,0.643,20.747
Fringilla,coelebs,0.719,22.427
Fringilla,coelebs,0.858,24.861
Fringilla,coelebs,0.713,27.085
Fringilla,coelebs,0.775,23.35
Fringilla,coelebs,0.688,27.125
Fringilla,coelebs,0.672,26.025
Fringilla,coelebs,0.804,23.632
Fringilla,coelebs,0.712,23.986
Fringilla,coelebs,0.71,23.798
Fringilla,coelebs,0.76,27.07
Fringilla,coelebs,0.685,23.233
Fringilla,coelebs,0.725,23.445
Fringilla,coelebs,0.705,27.57
Fringilla,coelebs,0.764,24.237
Fringilla,coelebs,0.716,24.585
Fringilla,coelebs,0.768,23.512
Fringilla,coelebs,0.78,23.1
Fringilla,coelebs,0.72,23.25
Fringilla,coelebs,0.752,29.658
Fringilla,coelebs,0.742,23.857
Fringilla,coelebs,0.777,24.968
Fringilla,coelebs,0.85,24.3
Fringilla,coelebs,0.82,28.55
Fringilla,coelebs,0.8,26.1
Fringilla,coelebs,0.704,24.612
Fringilla,coelebs,0.747,24.588
Fringilla,coelebs,0.7,28.9
Fringilla,coelebs,0.738,23.063
Fringilla,coelebs,0.738,23.063
Fringilla,coelebs,0.759,23.321
Fringilla,coelebs,0.602,20.956
Fringilla,coelebs,0.646,17.532
Fringilla,coelebs,0.854,19.056
Fringilla,coelebs,0.724,18.713
Fringilla,coelebs,0.69,23.315
Fringilla,coelebs,0.716,28.384
Fringilla,coelebs,0.724,26.334
Fringilla,coelebs,0.7,24.185
Fringilla,coelebs,0.643,24.078
Fringilla,coelebs,0.71,24.25
Fringilla,coelebs,0.637,23.947
Fringilla,coelebs,0.65,26.15
Fringilla,coelebs,0.72,23
Fringilla,coelebs,0.88,27
Fringilla,coelebs,0.69,23.9
Fringilla,coelebs,0.82,25.9
Fringilla,coelebs,0.59,24.05
Fringilla,coelebs,0.85,25.65
Fringilla,coelebs,0.71,24.3
Fringilla,coelebs,0.78,23.25
Fringilla,coelebs,0.88,26.5
Fringilla,coelebs,0.83,24.25
Forpus,coelestis,1.198,27.809
Forpus,coelestis,1.124,21.938
Phasianus,colchicus,3.921,930
Phasianus,colchicus,3.222,964
Phasianus,colchicus,3.615,1195
Phasianus,colchicus,3.235,770
Phasianus,colchicus,3.45,957
Phasianus,colchicus,3.21,1220
Phasianus,colchicus,3.208,1445
Phasianus,colchicus,3.289,625
Phasianus,colchicus,4.6,1400
Phasianus,colchicus,5.011,1490
Phasianus,colchicus,3.752,1300
Phasianus,colchicus,4.2,1200
Phasianus,colchicus,3.117,1220
Phasianus,colchicus,3.863,1300
Phasianus,colchicus,3.696,1480
Phasianus,colchicus,4.212,1245
Phasianus,colchicus,4.218,1360
Phasianus,colchicus,3.809,1265
Phasianus,colchicus,4.413,1456
Phasianus,colchicus,3.623,1560
Phasianus,colchicus,3.999,1460
Phasianus,colchicus,3.708,1410
Phasianus,colchicus,3.9,1221
Phasianus,colchicus,4.763,1425
Phasianus,colchicus,3.8,1480
Phasianus,colchicus,3.44,1360
Phasianus,colchicus,4.508,1410
Phasianus,colchicus,4.158,1100
Phasianus,colchicus,4.068,1240
Phasianus,colchicus,4.049,1190
Phasianus,colchicus,4.049,1190
Phasianus,colchicus,4.552,1310
Phasianus,colchicus,4.105,1360
Phasianus,colchicus,4.217,1400
Phasianus,colchicus,4.216,1440
Phasianus,colchicus,3.748,1590
Phasianus,colchicus,3.987,1740
Phasianus,colchicus,3.985,1350
Phasianus,colchicus,3.985,1350
Phasianus,colchicus,4.3,1190
Phasianus,colchicus,4.02,1280
Phasianus,colchicus,3.95,1290
Phasianus,colchicus,3.85,1300
Phasianus,colchicus,3.9,1300
Phasianus,colchicus,4.1,1310
Phasianus,colchicus,4.55,1330
Phasianus,colchicus,4.45,1340
Phasianus,colchicus,4.07,1350
Phasianus,colchicus,3.98,1400
Phasianus,colchicus,4.1,1400
Phasianus,colchicus,4.2,1400
Phasianus,colchicus,3.88,1410
Phasianus,colchicus,4.17,1420
Phasianus,colchicus,3.82,1450
Phasianus,colchicus,4.33,1480
Phasianus,colchicus,3.98,1490
Phasianus,colchicus,3.98,1505
Phasianus,colchicus,4.42,1540
Phasianus,colchicus,4.6,1540
Phasianus,colchicus,4.58,1550
Phasianus,colchicus,4.22,1570
Phasianus,colchicus,4.35,1620
Phasianus,colchicus,4.3,1670
Phasianus,colchicus,4.42,1680
Phasianus,colchicus,3.95,1720
Phasianus,colchicus,4.42,1730
Prunella,collaris,0.97,45.1
Lanius,collurio,0.924,24.667
Lanius,collurio,0.93,28.2
Lanius,collurio,0.892,27.663
Lanius,collurio,2.38,64
Phylloscopus,collybita,0.25,7.7
Phylloscopus,collybita,0.377,8.6
Phylloscopus,collybita,0.37,7.5
Phylloscopus,collybita,0.37,6.7
Phylloscopus,collybita,0.4,7.1
Phylloscopus,collybita,0.242,5.972
Phylloscopus,collybita,0.34,7.5
Phylloscopus,collybita,0.5,7.4
Phylloscopus,collybita,0.278,8.621
Phylloscopus,collybita,0.35,8.7
Phylloscopus,collybita,0.307,8.64
Phylloscopus,collybita,0.274,7.526
Phylloscopus,collybita,0.348,10.875
Phylloscopus,collybita,0.233,9.274
Erythrura,coloria,0.45,11.7
Cepphus,columba,3.339,347.501
Falco,columbarius,3.288,224.745
Cygnus,columbianus,17.75,6000
Cygnus,columbianus,17.896,5000
Sylvia,communis,0.55,15.2
Sylvia,communis,0.488,15.484
Sylvia,communis,0.499,16.334
Sylvia,communis,0.36,15.68
Sylvia,communis,0.514,14.912
Sylvia,communis,0.514,17.574
Sylvia,communis,0.49,14.929
Sylvia,communis,0.65,14.9
Sylvia,communis,0.6,14.9
Sylvia,communis,0.438,13.625
Sylvia,communis,0.435,13.736
Sylvia,communis,0.523,13.472
Sylvia,communis,0.423,14.406
Sylvia,communis,0.485,13.221
Sylvia,communis,0.487,12.685
Sylvia,communis,0.382,13.525
Sylvia,communis,0.545,13.162
Sylvia,communis,0.51,13
Sylvia,communis,0.63,14.1
Sylvia,communis,0.49,14.3
Sylvia,communis,0.528,13.385
Sylvia,communis,0.443,13.881
Aegithalos,concinnus,0.307,4.23
Aegithalos,concinnus,0.38,5.2
Forpus,conspicillatus,1.1,20.55
Corvus,corax,15.673,1435
Corvus,corax,12.94,1180
Corvus,corax,14.52,1350
Corvus,corax,12.72,880
Corvus,corax,15.75,1370
Corvus,corax,15.595,1200
Corvus,corax,16.189,1500
Corvus,corax,16.1,1460
Eunymphicus,cornutus,2.886,66.218
Dendroica,coronata,0.468,12.392
Dendroica,coronata,0.498,12.472
Paroaria,coronata,1,35.4
Paroaria,coronata,1.15,29
Paroaria,coronata,1.15,31
Paroaria,coronata,1.07,31.2
Paroaria,coronata,1.3,32.5
Paroaria,coronata,1.27,33.9
Paroaria,coronata,1.32,35.2
Paroaria,coronata,1.32,35.5
Paroaria,coronata,1.18,38
Vanellus,coronatus,1.55,108.5
Corvus,corone,8.3,516
Corvus,corone,8.735,490
Corvus,corone,7.9,485
Corvus,corone,9.48,651
Corvus,corone,6.96,551.5
Corvus,corone,7.7,497.2
Corvus,corone,8.5,479
Corvus,corone,9.52,498
Corvus,corone,8.6,555
Corvus,corone,7.97,479.9
Corvus,corone,7.88,414.6
Corvus,corone,7.46,345.4
Corvus,corone,9.3,464.4
Corvus,corone,8.9,478
Corvus,corone,8.63,491.3
Corvus,corone,7.29,500.2
Corvus,corone,7.24,509.4
Corvus,corone,10.188,670
Corvus,corone,9.248,594
Corvus,corone,9.55,558.5
Corvus,corone,9.23,608.1
Corvus,corone,9.1,613
Corvus,corone,9.33,593.3
Corvus,corone,9.93,565
Corvus,corone,8.058,565
Corvus,corone,7.349,540
Corvus,corone,7.85,596.5
Corvus,corone,9.77,661.7
Corvus,corone,8.7,569.5
Corvus,corone,9.37,519
Corvus,corone,8.55,594.5
Corvus,corone,7.48,538.5
Corvus,corone,6.97,427
Corvus,corone,9.062,640
Corvus,corone,9.064,524
Coturnix,coturnix,0.88,120.7
Anas,crecca,3.116,305
Anas,crecca,3.25,252.6
Anas,crecca,3.05,271.7
Anas,crecca,3.45,155.5
Anas,crecca,3.15,187.5
Anas,crecca,2.95,196
Anas,crecca,2.934,366.3
Anas,crecca,2.855,368
Anas,crecca,2.689,353.33
Anas,crecca,2.9,361
Anas,crecca,3,364
Crex,crex,1.154,137.396
Crex,crex,1.26,133.8
Alcedo,cristata,0.29,13.15
Alcedo,cristata,0.38,8.95
Alcedo,cristata,0.36,10.6
Galerida,cristata,1.007,42.593
Galerida,cristata,1.2,41.3
Galerida,cristata,1.03,42.5
Cyanocitta,cristata,3.02,67.4
Cyanocitta,cristata,2.98,88
Gubernatrix,cristata,1.18,52.8
Gubernatrix,cristata,1.18,27.6
Gubernatrix,cristata,1.38,29.55
Gubernatrix,cristata,1.2,34.5
Acridotheres,cristatellus,2.31,122.38
Colinus,cristatus,1,122.7
Pavo,cristatus,6.7,3060
Pavo,cristatus,5.959,2940
Pavo,cristatus,7.003,3500
Pavo,cristatus,7.144,4000
Pavo,cristatus,7.52,5000
Pavo,cristatus,8.591,5000
Pavo,cristatus,7.458,5000
Pavo,cristatus,7.458,5000
Pavo,cristatus,6.996,4500
Lanius,cristatus,0.97,31.1
Parus,cristatus,0.525,10.091
Parus,cristatus,0.426,10.218
Parus,cristatus,0.733,11.68
Parus,cristatus,0.698,11.714
Parus,cristatus,0.601,9.85
Parus,cristatus,0.614,10.545
Podiceps,cristatus,3.7,995.5
Podiceps,cristatus,3.32,823
Podiceps,cristatus,3.952,1040
Podiceps,cristatus,3.952,1040
Podiceps,cristatus,4.06,1016.2
Podiceps,cristatus,3.41,971.6
Podiceps,cristatus,3.6,1077
Crossoptilon,crossoptilon,5.238,1820
Leptoptilos,crumeniferus,30.14,7130
Columbina,cruziana,0.52,49.7
Lonchura,cucullata,0.319,8.396
Carduelis,cucullata,0.459,8.846
Carduelis,cucullata,0.46,9.55
Carduelis,cucullata,0.501,12.071
Carduelis,cucullata,0.421,8.517
Carduelis,cucullata,0.455,11.394
Coryphospingus,cucullatus,0.602,14.887
Coryphospingus,cucullatus,0.528,12.762
Coryphospingus,cucullatus,0.78,12.301
Geopelia,cuneata,0.561,36.988
Sylvia,curruca,0.55,13.4
Sylvia,curruca,0.417,11.508
Sylvia,curruca,0.39,11.15
Sylvia,curruca,0.438,11.109
