YEAR	FOCAL_DEPTH	EQ_PRIMARY	COUNTRY	STATE	LOCATION_NAME	LATITUDE	LONGITUDE	REGION_CODE	DEATHS	DAMAGE_MILLIONS_DOLLARS	HOUSES_DESTROYED	HOUSES_DESTROYED_DESCRIPTION	HOUSES_DAMAGED
1848			MEXICO		"MEXICO:  OAXACA,GUERRERO"	17	-96.3	150					
1848			MOROCCO		MOROCCO:  MELILLA	35.3	-2.97	15					
1848			ITALY		ITALY:  SICILY	37.2	15.2	130					
1848		6.8	TAIWAN		TAIWAN: ZHANGHUA	24.1	120.5	30	1001		20300	1	
1848		6	NEW ZEALAND		"NEW ZEALAND:  AWATERE RIVER, MARLBOROUGH"	-41.67	174	170	3			2	
1848		7.9	NEW ZEALAND		NEW ZEALAND:  N.	-41.3	174.5	170					
1849	13	6	VENEZUELA		VENEZUELA:  TACHIRA (LOBATERA)	7.3	-72.3	160	40				
1849			VENEZUELA		VENEZUELA:  MARACAIBO	10.7	-71.6	160					
1849		7.5	CHILE		CHILE:  COQUIMBO	-29.95	-71.37	160					
1849		7.5	USA TERRITORY	GU	GUAM	14	143.3	170				3	
1849			RUSSIA		RUSSIA:  KAMCHATKA	55	166	50				1	
1849	20	7.5	RUSSIA		RUSSIA:  KOMANDORSKY ISLAND	55	166	50					
1850			CROATIA		BALKANS NW:  CROATIA:  STON	42.8	17.7	130					
1850		7.5	CHINA		CHINA:  SICHUAN:  XICHANG	27.8	102.3	30	20650				
1850		5	CHINA		CHINA:  GANSU PROVINCE:  WUSBAN	34.7	104.9	30				1	
1851			USA	CA	CALIFORNIA:  NORTHERN	37.8	-122.4	150					
1851			USA	CA	CALIFORNIA:  NORTHERN	40	-122	150					
1851			COLOMBIA		COLOMBIA:  CARTAGENA	10.4	-75.4	160					
1851		7.1	CHILE		CHILE:  VALPARAISO	-33.32	-71.42	160				3	
1851		7.2	CHILE		CHILE:  COPIAPO	-27.35	-70.35	160				3	
1851			GUADELOUPE		GUADELOUPE:  POINTE-A-PITRE	16.2	-61.4	90					
1851			SWITZERLAND		SWITZERLAND	46.3	8	120					
1851			ITALY		"ITALY:  MELFI, RAPOLLA, BARILE, RIONERO, MT VULTURE"	41	15.7	130	671			3	
1851		6.6	ALBANIA		"ALBANIA:  VLORE (VALONA),BERAT; TURKEY"	40.5	19.7	130	2000			4	
1851			ALBANIA		ALBANIA:  BERAT	40.5	19.7	130	400			3	
1851			ALBANIA		ALBANIA	41.2	20.2	130					
1851			TURKEY		TURKEY:  FETHIYE; GREECE:  RHODES	36.5	28.8	140					
1851			IRAN		IRAN:  SHAHRUD	36.2	55	140					
1851			PAKISTAN		PAKISTAN:  GAVADER	25.1	62.3	60				3	
1852		7	MEXICO		N. MEXICO	32.5	-115.5	150					
1852			MEXICO		S. MEXICO	17	-100	150	1			3	
1852			MEXICO		MEXICO:  OAXACA	17	-96.3	150					
1852			PERU		PERU	-12.1	-77.1	160					
1852			CUBA		CUBA: SANTIAGO DE CUBA	20	-75.8	90					
1852			AZORES (PORTUGAL)		AZORES:  FAIAL	38.3	-28.4	130					
1852			AZORES (PORTUGAL)		AZORES:  SAO MIGUEL (SAN MIGUEL)	37.5	-25.3	130					
1852		7.3	TURKEY		TURKEY	39.9	41.3	140	17				
1852	10	5.8	IRAN		IRAN:  KHABUSHAN (NW KUCHAN)	37.1	58.4	140	2000				
1852			PAKISTAN		"PAKISTAN:  UPPER SINDH, FORT KAHAN, MURREE HILLS"	27.7	68.8	60	350			3	
1852		6.8	INDONESIA		INDONESIA:  SUMATRA:  SIBOLGA	1.5	98	170					
1852		6	CHINA		CHINA: NINGXIA	37.5	105.2	30	300		20000	4	
1852	150	6.5	INDONESIA		INDONESIA:  JAVA: DJAKARTA; SUMATRA: TELUKBETUNG	-6.5	105.5	170					
1852		7.5	PHILIPPINES		"PHILIPPINES:  LUZON:  BATAAN, RIZAL, PAMPANGA,MANILA"	14	120.5	170	3			3	
1852			PHILIPPINES		"PHILIPPINES:  BATANGAS, N MINDANAO"	13.8	121.1	170				3	
1852			INDONESIA		INDONESIA:  AMBON ISLAND	-3.7	128.2	170					
1852	100	8.3	INDONESIA		INDONESIA:  MALUKU:  BANDANAIRA	-5.25	129.75	170				3	
1852		7	INDONESIA		INDONESIA:  BANDANEIRA	-5	130.5	170				1	
1853			TONGA		TONGA TRENCH	-21.167	-175.167	170					
1853			USA	CA	CALIFORNIA:  SAN SIMEON	35.5	-121	150					
1853	14	6.7	VENEZUELA		VENEZUELA:  CUMANA	10.5	-64.2	90	1000			3	
1853			ITALY		ITALY:  S	40.8	15.2	130					
1853			ITALY		"ITALY:  CAPOSELE,CALABRITTO,LIONI"	40.9	15.2	130	12				
1853			GREECE		"GREECE:  THEBES, BOEOTIA"	38.25	23.5	130	17				
1853			IRAN		IRAN:  SHIRAZ	29.6	52.5	140	13000			4	
1853			PHILIPPINES		"PHILIPPINES:  CAMARINES, DAET"	14	123	170				2	
1853			JAPAN		JAPAN:  OKINAWA	26.2	127.6	30					
1853			JAPAN		JAPAN:  ODAWARA	35.5	139.5	30	79				
1853			RUSSIA		RUSSIA:  S. KURIL ISLANDS	47	154	50					
1854			USA	AK	ALASKA:  GULF OF ALASKA	57	-152	150					
1854			USA	CA	CALIFORNIA:  NORTHERN	37.8	-122.4	150					
1854			USA	CA	CALIFORNIA:  SOUTHERN	34.4	-119.7	150					
1854			MEXICO		MEXICO:  DURANGO	24	-104.4	150					
1854			MEXICO		MEXICO:  TLAPUJAHUA	19.8	-100.2	150					
1854			MEXICO		"MEXICO:  VERACRUZ,OAXACA"	17	-96.3	150					
1854			EL SALVADOR		EL SALVADOR:  SAN SALVADOR	13.8	-89.2	100	1000				
1854		7.2	COSTA RICA		COSTA RICA-PANAMA	8.5	-83	100					
1854		7.2	COSTA RICA		COSTA RICA-PANAMA	8.5	-83	100					
1854			FRANCE		"FRANCE:  BAGNERES, GRIPP, LOURDES, ARGES"	43	-0.1	120					
1854			FRANCE		"FRANCE:  CAGNES, BAR, ST PAUL, GRASSE, MENTON, NICE"	43.8	7.9	130				2	
1854			ITALY		ITALY:  N	44.3	11.8	130					
1854			ITALY		"ITALY:  CONNICI,COSENZA,PIETRAFITTA,PATERNO"	39.3	16.3	130	468				
1854			ALBANIA		"ALBANIA:  DELVINE, SULI, GZIG"	39.5	20.5	130				3	
1854		4.5	IRAN		"IRAN:  TABRIZ, KHVOY (KHOI)"	38.06	45.03	140				2	
1854		5.5	CHINA		CHINA: SICHUAN PROVINCE	29.1	107.1	30				2	
1854			INDONESIA		INDONESIA:  MALUKU:  TERNATE ISLAND	0.8	127.4	170					
1854		6	INDONESIA		INDONESIA:  BANDA SEA	-3.5	128.6	170					
1854		8.4	JAPAN		JAPAN:  NANKAIDO	33.1	135	30			10000	4	
1854			JAPAN		"JAPAN:  IGA, ISE, YAMATO"	35	136	30	1352		5000	4	
1854		8.3	JAPAN		JAPAN:  ENSHUNADA SEA	34	137.9	30	300		600	3	
1855			USA	CA	CALIFORNIA:  NORTHERN	40.75	-124.2	150					
1855			USA	CA	CALIFORNIA:  SAN FRANCISCO	37.8	-122.4	150					
1855		6	USA	CA	CALIFORNIA:  LOS ANGELES	34.1	-118.1	150			1	1	26
1855			MEXICO		"MEXICO:  GUERRERO,OAXACA"	17	-96.3	150					
1855			MEXICO		MEXICO:  OAXACA	17	-96.3	150					
1855			HONDURAS		HONDURAS: TRUJILLO	15.91	-85.96	90					
1855			CHILE		CHILE:  VALPARAISO	-33	-71.7	160					
1855			ALGERIA		ALGERIA	37.1	5.7	15					
1855			FRANCE		"FRANCE:  CHASTEUIL,TAULANNE,CASTELLANE,TALOIRE"	43.8	6.4	120					
1855			SWITZERLAND		SWITZERLAND:  HAUT-VALAIS	46.3	7.9	120	1				
1855			ALBANIA		"ALBANIA: SHKODER, BUCHATI, ZADRIME, JUBANI, KOSMACI"	42	19.5	130					
1855		6.7	TURKEY		"TURKEY:  TAYABAS, BURSA"	40.2	29.1	140	1900				
1855			TURKEY		TURKEY:  BURSA	40.2	29.1	140	400				
1855		6.7	TURKEY		TURKEY:  BURSA	40.2	29.1	140	1300				
1855		4.8	CHINA		CHINA:  SICHUAN PROVINCE	29.2	108.1	30					
1855			PHILIPPINES		PHILIPPINES:  S LUZON	16	121	170					
1855		5.5	CHINA		CHINA:  LIAONING PROVINCE	39.1	121.6	30	7		560	3	
1855			INDONESIA		INDONESIA:  MALUKU:  TERNATE ISLAND	0.8	127.3	170	34		1	1	
1855		7	JAPAN		JAPAN:  NANKAIDO	32.5	134.5	30					
1855		7	JAPAN		ENSHUNADA	34.5	137.6	30					
1855		7	JAPAN		JAPAN:  TOKYO	35.65	139.8	30	6757		50000	4	
1855	33	8	NEW ZEALAND		"NEW ZEALAND:  WELLINGTON,WAIOURU,WANGANUI,OTAKI"	-41.25	175	170				3	
1855	25	5.5	NEW ZEALAND		NEW ZEALAND	-39.2	177.6	170					
1856		5.5	USA	CA	CALIFORNIA:  NORTHERN	37.5	-122.3	150					
1856			MEXICO		MEXICO:  OAXACA	17	-96.3	150					
1856		7.5	HONDURAS		HONDURAS:  COAST	16	-88	90				3	
1856			PORTUGAL		"PORTUGAL:  TAVIRA, ALGARVE"	37.1	-8	130			100	2	100
1856			ALGERIA		ALGERIA:  NORTHERN	37.1	5.7	15					
1856			ALGERIA		ALGERIA:  NORTHERN	37.1	5.7	15	3				
1856			ITALY		ITALY:  PIEVE SANTO STEFANO	46.4	12.4	130					
1856	100		GREECE		GREECE:  CRETE; EGYPT	35.5	26	130	538		8000	4	8000
1856		6.6	GREECE		GREECE:  CHIOS (E SPORADES)	38.25	26.25	130				3	
1856		5.5	CHINA		CHINA:  HUBEI PROVINCE	29.7	108.8	30	300				
1856			INDONESIA		INDONESIA:  LOMBOK ISLAND	-8.5	116	170					
1856			INDONESIA		INDONESIA:  SANGIHE PULAU (VOLCANIC)	3.67	125.5	170					
1856		8	JAPAN		JAPAN:  OSHIMA	40.5	143.5	30					
1857		8.3	USA	CA	CALIFORNIA:  SAN FRANCISCO	35	-119	150					
1857			ALGERIA		ALGERIA:  SEA OF ALBORAN	36.5	1.3	15					
1857		6.5	ITALY		"ITALY:  CAMPANIA, POTENZA"	40.3	16	130	10000				
1857			ITALY		"ITALY:  CALABRIA,MONTEMURRO"	39.4	16.4	130	10000				
1857			TURKEY		TURKEY:  BURSA	40.2	29	140			32	1	
1857			SUDAN		"SUDAN:  GONDOKORO, ILENGWE"	4.9	31.7	15					
1857		6.7	TURKEY		TURKEY:  HINIS	38.4	42.1	140				3	
1857			IRAN		IRAN:  LAKE URMIA (LAKE URMI)	37.4	45.3	140					
1857			IRAN		"IRAN:  TASUJ,AZARBAIJAN"	38.3	45.4	140					
1857	50	7	INDONESIA		"INDONESIA:  TIMOR ISLAND::  DILHI, GERA"	-8	115.5	170	36			2	
1857			INDONESIA		INDONESIA:  SULAWESI ISLAND:  KEMA	1.35	125.2	170					
1857			INDONESIA		INDONESIA:  SULAWESI ISLAND:  KEMA	1.35	125.2	170					
1857		6.4	JAPAN		"TOKAIDO, JAPAN"	34.8	138.3	30					
1857		8	PAPUA NEW GUINEA		PAPUA NEW GUINEA:  BISMARCK SEA	-5.5	147	170					
1858			USA	CA	"CALIFORNIA:  SAN JOSE,SAN FRANCISCO"	37.5	-122	150					
1858			MEXICO		MEXICO:  MEXICO CITY	19.2	-99.1	150					
1858			MEXICO		MEXICO:  OAXACA	17	-96.3	150					
1858		6.5	CHILE		CHILE:  LA SERENA	-30	-71.4	160					
1858			PORTUGAL		PORTUGAL:  SETUBAL	38.2	-9	130	6		605	3	605
1858			SLOVAKIA		SLOVAKIA:  ZILINA	49.2	18.8	110		0.05			
1858			ALBANIA		"ALBANIA:  DELVINON, BERATI; GREECE: CORFU"	40	20	130	12		1556	4	
1858			ALBANIA		"ALBANIA:  VLORE, KANINA"	40	20.1	130					
1858			GREECE		"GREECE:  VIEILLE,KORINTHOS,HEXAMILIA"	38	23	130	19				
1858			BULGARIA		BULGARIA	42.8	23.2	110					
1858			MYANMAR (BURMA)		"MYANMAR (BURMA):  THAYETMYO, PROME"	19	95	60					
1858		7.3	INDONESIA		INDONESIA:  N. MOLUCCAS ISLANDS	1	126	170			15	1	
1858			JAPAN		JAPAN:  RYUKYU ISLANDS	26.2	127.5	30					
1858			JAPAN		JAPAN:  HIDA:  N	36	137.5	30	203		709	3	
1858			JAPAN		SHINANO: TATE-YAMA VOLCANO	36.571	137.59	30					
1858	20	7.5	RUSSIA		RUSSIA:  KOMANDORSKY ISLAND	55	166	50					
1859			USA	CA	CALIFORNIA:  HALF MOON BAY	37.6	-122.3	150					
1859		7	EL SALVADOR		EL SALVADOR; GUATEMALA; NICARAGUA	13.7	-89.8	100				3	
1859		6.2	EL SALVADOR		EL SALVADOR:  LA UNION; HONDURAS	13.33	-87.81	100					
1859			ECUADOR		ECUADOR:  PICHINCHA	-0.3	-78.5	160					
1859		7.6	CHILE		CHILE	-27.35	-70.35	160	10	0.93	339	3	
1859			ITALY		ITALY:  CENTRAL	43.4	11.3	130					
1859			ITALY		ITALY	42.8	13.1	130	100				
1859			TURKEY		TURKEY	40.2	25.8	140					
1859		6.1	TURKEY		TURKEY:  ERZURUM	39.9	41.3	140	15000				
1859	10	5.9	AZERBAIJAN		AZERBAIJAN:  SHEMAKHA (SEMACHA)	40.7	48.5	40	100				
1859			INDONESIA		S. JAVA SEA	-9	111	170					
1859			INDONESIA		"INDONESIA:  SULAWESI:  MANADO, BELANG"	0.9	124.9	170					
1859		7.3	INDONESIA		INDONESIA:  SULAWESI	0.009	125.5	170					
1859		7	INDONESIA		INDONESIA:  N. MOLUCCAS ISLANDS	1	126.5	170					
1859			INDONESIA		INDONESIA:  LONTHOR ISLAND	-4.6	129.9	170					
1859		6.8	INDONESIA		"INDONESIA:  NEIRA I, LONTHOR I"	-5.5	130.5	170					
1859			AUSTRALIA		AUSTRALIA:  TASMANIA: CIRCULAR HEAD	-40.85	145.32	170					
1860			PERU		"PERU:  LIMA, CALLAO"	-12.1	-77.1	160				2	
1860			HAITI		HAITI: ANSE-A-VEAU	18.52	-73.35	90					
1860			ALBANIA		ALBANIA:  GJIROKASTER	40	20.1	130					
1860			INDONESIA		INDONESIA:  SULAWESI:  MINAHASSA	1.3	121	170					
1860			INDONESIA		INDONESIA: HALMAHERA ISLAND	-1.25	128.5	170					
1861			USA	CA	"CALIFORNIA:  CONTRA COSTA,ALAMEDA COUNTIES"	37.5	-122	150					
1861			JAMAICA		JAMAICA:  KINGSTON	18.5	-77.9	90					
1861	20		PERU		PERU	-13.8	-73.4	160					
1861			ARGENTINA		"ARGENTINA:  MENDOZA, SAN LUIZ"	-32.8	-68.8	160	14000			4	
1861			ITALY		ITALY:  CITTA DELLA PIEVE	46	12	130	1				
1861		7.5	GREECE		"GREECE:  ACHAIE,VALYMITIKA,TRIPOLIS"	38.2	22.2	130	17	0.04			
1861			ETHIOPIA		ETHIOPIA:  DUBBI	13.74	41.55	10					
1861	70	8.5	INDONESIA		"INDONESIA:  LAGUNDI, SIMUK, TELLO I"	-1	97.5	170					
1861	70	7	INDONESIA		INDONESIA:  SW. SUMATRA	1	97.5	170					
1861		6.8	INDONESIA		INDONESIA:  SW. SUMATRA	1	97.5	170					
1861	20	7	INDONESIA		INDONESIA:  SW. SUMATRA	0.009	98	170			96	2	
1861		6.5	INDONESIA		INDONESIA:  SW. SUMATRA	-1.5	100	170					
1861		6	CHINA		CHINA:  LIAONING PROVINCE	39.1	121.7	30	2		780	3	
1861		7.4	JAPAN		JAPAN:  HONSHU:  MIYAGI PREFECTURE	38.5	142	30			70	2	
1862		5.9	USA	CA	CALIFORNIA:  SAN DIEGO	32.7	-117.2	150					
1862			NICARAGUA		NICARAGUA:  CHINANDEGA	12.7	-87	100					
1862		6.5	GHANA		"GHANA:  ACCRA,CHRISTIANSBORG,ASHANTI,AKWAPIM"	7	0.4	10	3			3	
1862			ALBANIA		"ALBANIA:  VLORE, KANINA, NARTA"	40.3	19.3	130					
1862			GREECE		GREECE:  ARGOSTOLI (KEPHALLENIA)	38.3	20.5	130					
1862		6.1	TURKEY		TURKEY	38.8	30.5	140	800				
1862			IRAN		IRAN:  KUHRUD	35	59	140					
1862	40	7.5	RUSSIA		RUSSIA:  LAKE BAYKAL	52.3	106.7	40					
1862		5.5	CHINA		CHINA:  SHANXI PROVINCE	35.5	111.5	30				3	
1862		6.5	TAIWAN		TAIWAN:  TAINAN	23.4	120	30	2000			3	
1862		6.5	PHILIPPINES		"PHILIPPINES:  S LUZON ISLAND, MINDORO ISLAND"	14.5	121	170					
1863			FRANCE		"FRANCE:  BEYNES,MEZEL"	44	6.2	120					
1863			GREECE		"GREECE:  KHADRA,KHIOS"	38.25	26.25	130				3	
1863		6.7	GREECE		"GREECE:  RHODES, KOS"	36.5	28	130			2500	4	
1863		6.7	TURKEY		"TURKEY:  GALLIPOLI, GEMLIK"	40.5	29.1	140	2				
1863			TURKEY		TURKEY:  SUHUT	38.53	30.55	140	800				
1863			IRAN		"IRAN:  NIR,ARDABIL"	38	47.6	140	500				
1863			IRAN		IRAN:  BULGAVAR (SE ARDABIL)	38.1	48.2	140					
1863		5.5	CHINA		CHINA:  XINJIANG	43.8	87.6	40	9				
1863		5.5	CHINA		CHINA:  YUNNAN PROVINCE	26	100.1	30				3	
1863			INDONESIA		INDONESIA:  JAVA	-6.1	106.7	170					
1863			INDONESIA		INDONESIA:  JAVA:  BANYUMAS	-7.5	109.3	170				3	
1863		6.5	PHILIPPINES		"PHILIPPINES:  MANILA, RIZAL, BULACAN"	14.5	121	170	400		1172	4	
1863			PHILIPPINES		PHILIPPINES:  MANILA	14.5	121	170				2	
1863		6.4	JAPAN		"NW. HOKKAIDO ISLAND, JAPAN"	44.6	141.5	30					
1863		7.5	VANUATU		VANUATU ISLANDS	-19	168.5	170					
1864			MEXICO		"MEXICO:  PUEBLA,VERACRUZ,ACULTZINGO,ACATZINGO"	18.6	-97.5	150	20				
1864			HAITI		HAITI:  JACMEL	18.2	-72.53	90					
1864			CANADA		"OFF COAST SW AVALON PENINSULA, NEWFOUNDLAND"	46.5	-53.7	150					
1864		6.4	IRAQ		"IRAQ:  ZURBATIYAH, BADRAH, TURSAQ, BAGHDAD"	33.38	45.98	140	100		100	2	
1864			IRAN		"IRAN:  ARDABIL; AZERBAIJAN:  LENKORAN, NIAR"	38.25	48.28	140	500			3	
1864			IRAN		"IRAN:  KIRMAN, CHATRUD"	30.6	57	140					
1864		7.8	INDONESIA		INDONESIA:   IRIAN JAYA:  MANOKWARI	-1	135	170				3	
1865		8	TONGA		TONGA ISLANDS	-19.5	-173.5	170					
1865			USA	CA	"CALIFORNIA:  FORT HUMBOLDT, EUREKA"	41	-124.5	150					
1865			USA	CA	CALIFORNIA:  SONOMA COUNTY:  E CENTRAL	38.5	-122.5	150					
1865		6.3	USA	CA	CALIFORNIA:  SANTA CRUZ	37.2	-121.9	150		0.5		2	
1865			PERU		PERU	-12	-77.1	160					
1865			ITALY		ITALY:  ETNA	37.7	15.1	130	60				
1865			GREECE		GREECE:  MOLYVOS (LESBOS)	39.4	26.2	130					
1865			IRAQ		"IRAQ:  TURAQ, JASSAN, KUT-AL-AMARAH, BAGHDAD"	33.2	44.26	140				2	
1865		6	IRAN		"IRAN:  SHIRAZ, DARVESH-ASUH"	29.6	53.1	140				3	
1865			INDONESIA		INDONESIA:  JAVA:  AMBARAWA	-7.2	110.3	170					
1865		6	PHILIPPINES		"PHILIPPINES:  SE LUZON:  TIWI,LUBAN,RINCONADA"	13.25	123.5	170			223	3	
1866			USA	AK	"ALASKA:  KODIAK ISLAND, AK"	58	-152	150					
1866			MEXICO		"MEXICO:  PUEBLA, VERACRUZ"	19	-98	150					
1866			ALBANIA		"ALBANIA:  SMOKTHINE, VELCA, VLORE"	40.3	19.3	130	20		12	1	
1866			ALBANIA		"ALBANIA:  NARTA, VLORE, KANINA"	40.4	19.5	130	60				
1866		6.7	ALBANIA		ALBANIA	40.1	20.1	130					
1866		6	GREECE		"GREECE:  IONIAN SEA, AMALIAS, GARGALIANOI, KALAMAI"	36	23	130					
1866		6.1	GREECE		GREECE: THERA ISLAND (SANTORINI)	36.4	25.3	130			52	2	
1866			NEPAL		NEPAL:  KATHMANDU	27.7	85.3	60				2	
1866			PHILIPPINES		PHILIPPINES:  N LUZON:  LAOAG	18.2	120.6	170					
1867	33	7.5	USA TERRITORY	VI	VIRGIN ISLANDS	18.1	-65.1	90					
1867			USA TERRITORY	VI	VIRGIN ISLANDS; PUERTO RICO:  SAN JUAN	18.4	-64.3	90					
1867			USA TERRITORY	VI	VIRGIN ISLANDS; PUERTO RICO	18.4	-64.3	90					
1867			VENEZUELA		VENEZUELA: ISLA DE MARGARITA	10.9	-64.1	90					
1867			ALGERIA		ALGERIA:  EL AFFROUN	36.4	2.7	15	70			3	
1867	100	7.9	GREECE		GREECE:  CEPHALONIA	38.4	20.2	130	200				
1867			GREECE		GREECE:  JANNINA (EPIRUS)	39.8	20.8	130					
1867		7.1	GREECE		GREECE:  PENINSULA OF MAINA (LACONIA)	36.4	22.2	130				2	
1867		7	GREECE		GREECE:  MITILINI	39.2	26.4	130	500				
1867			IRAQ		"IRAQ:  MANDALI,JALULA,BAGHDAD"	33.5	44.9	140					
1867			INDONESIA		"INDONESIA:  JAVA:  JOGYAKARTA, SURAKARTA"	-7.8	110.4	170	5		372	3	
1867		7	TAIWAN		TAIWAN:  CHILUNG (KEELUNG)	25.34	121.91	30				2	
1868			USA	AK	ALASKA PENINSULA	55	-161	150					
1868		7.9	USA	HI	HAWAII:  SE OF	19	-155.5	150	31		46	1	
1868		6.8	USA	CA	"CALIFORNIA:  HAYWARD,SAN FRANCISCO"	37.7	-122.1	150	30	0.35		2	
1868			MEXICO		MEXICO:  GUANAJUATO	21	-101	150					
1868			MEXICO		"MEXICO:  SAN JOSE DE ITURBIDE,PUEBLA,VERACRUZ"	21.2	-100.5	150					
1868			MEXICO		MEXICO:  ACAPULCO	16.8	-99.9	150					
1868			MEXICO		MEXICO:  ACAPULCO	16.8	-99.2	150					
1868	20	7.7	ECUADOR		"ECUADOR:  GUAYAQUIL,IBARRA; COLOMBIA:  SAN PABLO"	0.31	-78.18	160	70000			4	
1868		8	ECUADOR		"ECUADOR:  EL ANGEL, CONCEPCION"	0.81	-77.72	160				3	
1868			CHILE		CHILE:  CENTRAL	-36.7	-73.2	160					
1868			COLOMBIA		"COLOMBIA:  ROBADOR,SIMACOTA,BARICHARA DE CABRERA"	7	-73	160					
1868			PERU		"PERU:  LIMA, AREQUIPA, ARICA"	-17	-72.5	160					
1868			CHILE		CHILE:  CENTRAL	-33.1	-71.7	160					
1868	25	8.5	CHILE		CHILE:  ARICA	-18.6	-71	160	25000				
1868		8.5	CHILE		CHILE:  ARICA	-18.6	-71	160					
1868			USA TERRITORY	VI	VIRGIN ISLANDS	18.1	-65.1	90					
1868			VENEZUELA		VENEZUELA:  RIO CARIBE	10.7	-63.1	90					
1868			ITALY		ITALY	37.6	15.133	130					
1868		6.7	TURKEY		TURKEY:  ERZURUM	40	41.7	140					
1868	15	4.5	GEORGIA		GEORGIA:  SPASK	41.2	43.8	40					
1868			IRAN		IRAN:  ALHAK	36.3	56.3	140					
1868	18	6.5	UZBEKISTAN		UZBEKISTAN:  TASHKENT; KAZAKHSTAN:  TURKESTAN	41.2	69.6	40					
1868		7.5	BANGLADESH		BANGLADESH:  SYLHET	24.5	91.5	60					
1868		5.5	CHINA		CHINA:  ANHUI PROVINCE	32.4	117.8	30					
1868	12	7.6	NEW ZEALAND			-40.2	173	170					
1869			USA	CA	CALIFORNIA:  SAN FRANCISCO	37.783	-122.417	150					
1869			USA	CA	CALIFORNIA:  SAN FRANCISCO	37.783	-122.417	150					
1869			PERU		PERU:  LIMA	-12.1	-77.1	160					
1869			PERU		PERU:  AREQUIPA	-16.4	-73.9	160					
1869			CHILE		"CHILE: VALDIVIA, CORRAl"	-39.9	-73.4	160					
1869			COLOMBIA		COLOMBIA:  BOGOTA; VENEZUELA:  SAN CRISTOBAL	7.7	-73.3	160					
1869			CHILE		"CHILE:  SANTIAGO, VALPARAISO"	-36.6	-73	160					
1869			VENEZUELA		"VENEZUELA:  SAN CRISTOBAL,TACHIRA (LOBATERA)"	7.5	-72.1	160					
1869			CHILE		CHILE:  COQUIMBO	-30	-71.4	160					
1869	30	7.5	CHILE		"CHILE:  IQUIQUE, PICA; PERU:  TACNA"	-19.6	-70.23	160					
1869			CHILE		"CHILE:  IQUIQUE, PISAGUA"	-19.6	-70.2	160					
1869		6.8	CHILE		CHILE:  IQUIQUE	-21	-70	160					
1869			ALGERIA		ALGERIA:  BISKRA	34.9	5.9	15	40			3	
1869			ALBANIA		"ALBANIA:  VLORE, KANINA, NARTA, HIMARA"	40.3	19.3	130					
1869			GREECE		GREECE:  LEUKAS (IONIAN ISLANDS)	38.8	20.8	130	15				
1869		7.5	GREECE		GREECE:  MENTECHE-MARMARITZA	37	28	130				3	
1869	18	5.6	UKRAINE		"UKRAINE:  CRIMEA:  SUDAK, FEODOSIA"	44.75	35	110				1	
1869		6.5	NEPAL		NEPAL:  KATHMANDU	27.7	85.3	60				4	
1869			INDIA		"INDIA:  ASSAM:  CACHAR,SILCHAR"	24.5	92.5	60	2				
1869			PHILIPPINES		PHILIPPINES:  S LUZON:  MANILA; N MINDORO	13.5	121	170				1	
1869		7	PHILIPPINES		PHILIPPINES:  MASBATE ISLAND	12.5	123.5	170				2	
1870		7.9	MEXICO		"MEXICO:  OAXACA,ZANAGUIA,SAN FRANCISCO OZOLOTEPEC"	15.4	-96.3	150	24			3	
1870			GUATEMALA		GUATEMALA:  CHIQUIMULILLA	14.083	-90.383	100				3	
1870			NICARAGUA		NICARAGUA:  LEON	12.4	-86.6	100					
1870			CANADA		"CANADA:  QUEBEC: QUEBEC CITY, CHARLEVOIX"	47.4	-70.5	150	2		16	1	
1870			VENEZUELA		VENEZUELA:  EL TOCUYO	9.5	-69.5	160	3				
1870			CHILE		CHILE	-22.5	-68.9	160					
1870			ITALY		ITALY:  TYRRHENIAN SEA	39.28	16.28	130					
1870			ITALY		ITALY:  COSENZA	39.2	16.3	130	136				
1870		7	GREECE		GREECE:  ITEA DELPHI (PHOKIS)	38.5	22.5	130	100			3	
1870		7.5	GREECE		GREECE	38.5	22.5	130	100				
1870		7.3	CHINA		CHINA:  SICHUAN PROVINCE:  BATANG	30	99	30	2300			4	
1870			PHILIPPINES		"PHILIPPINES:  MINDANAO:  DAVAO,BLANCO"	7	125.4	170	4				
1871		7	USA	HI	HAWAIIAN ISLANDS	20.7	-157	150					
1871		5.9	USA	CA	CALIFORNIA:  HUMBOLDT COUNTY	40.4	-124.2	150					
1871			MEXICO		MEXICO:  MINATITLAN	18.2	-94.5	150					
1871			PERU		PERU:  CALLAO	-13	-77	160					
1871			PERU		PERU:  CHINCHA ISLANDS	-13.65	-76.4	160					
1871			USA	NY	NEW YORK:  LONG ISLAND	40.5	-73.9	150					
1871			CHILE		CHILE:  PUERTO MONTT	-41.5	-73	160					
1871		7.5	CHILE		CHILE:  CENTRAL	-35	-72.5	160				3	
1871			CHILE		CHILE:  VALPARAISO	-33.1	-71.7	160					
1871		7.3	CHILE		CHILE	-20.2	-70.2	160			101	3	
1871			USA TERRITORY	VI	VIRGIN ISLANDS:  ST. THOMAS	18.35	-64.9	90			100	2	100
1871			BRITISH VIRGIN ISLANDS		BRITISH VIRGIN ISLANDS:  TORTOLA ISLAND	18.4	-64.6	90					
1871	15	5.6	IRAN		IRAN:  QUCHAN	37.3	58.3	140	2000				
1871			INDONESIA		INDONESIA:  GORONTALO	0.5	123	170					
